id,data,produto,categoria,quantidade,pagamento,preco_unitario
705,2023-06-22,Rolo de Pintura,Tintas e Acabamento,189.0,Transferência Bancária,24.9
706,2023-11-14,Extensão,Elétrica,239.0,Pix,39.9
707,2023-04-17,Caixa de água,Hidráulica,236.0,Crédito,799.0
708,2023-09-10,Parafusadeira,Ferramentas,407.0,Boleto,429.0
709,2023-04-07,Capacete,Segurança e EPI,237.0,Crédito,49.9
710,2023-04-18,Serrote,Ferramentas,200.0,Débito,64.9
711,2023-06-27,Lanterna,Elétrica,318.0,Crédito,59.9
712,,Luva de Proteção,Segurança e EPI,111.0,Dinheiro,19.9
713,2023-06-10,Verniz,Tintas e Acabamento,312.0,Carteira Digital,139.9
714,2023-01-25,Brita,Construção e Estrutura,373.0,Dinheiro,17.9
715,,Extensão,Elétrica,210.0,Boleto,39.9
716,2023-04-16,Tinta Esmalte,Tintas e Acabamento,339.0,Carteira Digital,229.0
717,2023-01-14,Tijolo,Construção e Estrutura,367.0,Carteira Digital,2.0
718,2023-04-24,Selador,Tintas e Acabamento,91.0,Pix,99.9
719,2023-01-24,Furadeira,Ferramentas,30.0,Crédito,499.9
720,2023-02-23,Selador,Tintas e Acabamento,496.0,Transferência Bancária,99.9
721,2023-07-08,Tinta Acrílica,Tintas e Acabamento,123.0,Transferência Bancária,249.0
722,2023-03-04,Areia,Construção e Estrutura,20.0,Transferência Bancária,14.9
723,2023-08-18,Regador,Jardinagem,7.0,Carteira Digital,39.9
724,2023-12-11,Válvula de Descarga,Hidráulica,398.0,Débito,119.0
725,2023-08-26,Lanterna,Elétrica,479.0,Boleto,59.9
726,2023-01-28,Capacete,Segurança e EPI,5.0,Dinheiro,49.9
727,2023-09-25,Enxada,Jardinagem,8.0,Dinheiro,89.9
728,2023-07-07,Fio Elétrico,Elétrica,235.0,Carteira Digital,3.5
729,2023-11-20,Verga Metálica,Construção e Estrutura,342.0,Carteira Digital,119.0
730,2023-01-20,Sementes de Grama,Jardinagem,379.0,Crédito,19.9
731,2023-11-19,Máscara Respiratória,Segurança e EPI,149.0,Crédito,29.9
732,2023-12-03,Conexão T,Hidráulica,442.0,Transferência Bancária,7.9
733,2023-10-14,Tesoura de Poda,Jardinagem,323.0,Transferência Bancária,59.9
734,2023-09-26,Martelo,Ferramentas,292.0,Transferência Bancária,79.9
735,2023-03-19,Tesoura de Poda,Jardinagem,212.0,Pix,59.9
736,2023-01-13,Cimento,Construção e Estrutura,86.0,Transferência Bancária,39.9
737,2023-05-09,Adubo,Jardinagem,287.0,Carteira Digital,49.9
738,2023-04-12,Válvula de Descarga,Hidráulica,133.0,Carteira Digital,119.0
739,2023-11-11,Serrote,Ferramentas,166.0,Boleto,64.9
740,2023-01-05,Rolo de Pintura,Tintas e Acabamento,44.0,Carteira Digital,24.9
741,2023-09-05,Furadeira,Ferramentas,35.0,Dinheiro,499.9
742,2023-05-01,Conexão T,Hidráulica,83.0,Dinheiro,7.9
743,2023-12-29,Máscara Respiratória,Segurança e EPI,246.0,Transferência Bancária,29.9
744,2023-06-13,Carrinho de Mão,Jardinagem,500.0,Crédito,359.0
745,2023-12-14,Disjuntor,Elétrica,105.0,Dinheiro,45.0
746,2023-08-12,Argamassa,Construção e Estrutura,223.0,Débito,24.9
747,2023-11-07,Chave de Fenda,Ferramentas,410.0,Carteira Digital,24.5
748,2023-05-20,Parafusadeira,Ferramentas,266.0,Transferência Bancária,429.0
749,2023-03-06,Martelo,Ferramentas,97.0,Transferência Bancária,79.9
750,2023-01-16,Chave de Fenda,,94.0,Carteira Digital,24.5
751,2023-05-08,Selador,Tintas e Acabamento,421.0,Transferência Bancária,99.9
752,2023-09-23,Máscara Respiratória,Segurança e EPI,138.0,Boleto,29.9
753,2023-12-08,Lixadeira,Ferramentas,187.0,Dinheiro,389.0
754,2023-04-17,Tomada,Elétrica,56.0,Transferência Bancária,9.9
755,2023-01-22,Luva de Proteção,Segurança e EPI,267.0,,19.9
756,2023-12-07,Cimento,Construção e Estrutura,493.0,Transferência Bancária,39.9
757,2023-03-02,Mangueira,Hidráulica,11.0,Débito,59.0
758,2023-05-27,Carrinho de Mão,Jardinagem,219.0,Carteira Digital,359.0
759,2023-07-27,Lâmpada LED,Elétrica,219.0,Crédito,14.9
760,2023-06-12,Torneira,Hidráulica,221.0,Transferência Bancária,79.0
761,2023-05-09,Interruptor,Elétrica,239.0,Carteira Digital,12.9
762,2023-07-28,Martelo,Ferramentas,477.0,Débito,79.9
763,2023-03-30,Rolo de Pintura,Tintas e Acabamento,57.0,Débito,24.9
764,2023-08-08,Tinta Acrílica,Tintas e Acabamento,246.0,Boleto,249.0
765,2023-07-28,Máscara Respiratória,Segurança e EPI,408.0,Dinheiro,29.9
766,2023-10-10,Pincel,Tintas e Acabamento,234.0,Pix,12.9
767,2023-11-26,Interruptor,Elétrica,322.0,Débito,12.9
768,2023-01-28,Luva de Proteção,,86.0,Carteira Digital,19.9
769,2023-12-28,Verniz,Tintas e Acabamento,460.0,Boleto,139.9
770,2023-05-17,Torneira,Hidráulica,467.0,Crédito,79.0
771,2023-10-09,Tijolo,Construção e Estrutura,328.0,Carteira Digital,2.0
772,2023-05-31,Óculos de Proteção,Segurança e EPI,94.0,Dinheiro,24.9
773,2023-09-18,Selador,Tintas e Acabamento,393.0,Dinheiro,99.9
774,2023-12-17,Torneira,Hidráulica,137.0,Pix,79.0
775,2023-12-20,Botina,Segurança e EPI,361.0,Boleto,149.0
776,2023-03-28,Tijolo,Construção e Estrutura,219.0,Crédito,2.0
777,2023-10-13,Argamassa,Construção e Estrutura,436.0,Débito,24.9
778,2023-05-06,Serrote,Ferramentas,430.0,Débito,64.9
779,2023-09-07,Chave de Fenda,Ferramentas,20.0,Crédito,24.5
780,2023-04-18,Máscara Respiratória,Segurança e EPI,84.0,Pix,29.9
781,2023-06-23,Lanterna,Elétrica,157.0,Pix,59.9
782,2023-12-12,Tesoura de Poda,Jardinagem,380.0,Dinheiro,59.9
783,2023-02-09,Rolo de Pintura,Tintas e Acabamento,205.0,Transferência Bancária,24.9
784,2023-04-17,Tesoura de Poda,Jardinagem,380.0,Crédito,59.9
785,2023-08-31,Bloco de Concreto,Construção e Estrutura,483.0,Transferência Bancária,6.0
786,,Disjuntor,Elétrica,140.0,Crédito,45.0
787,2023-06-11,Pincel,Tintas e Acabamento,133.0,Crédito,12.9
788,2023-09-20,Verniz,Tintas e Acabamento,313.0,Dinheiro,139.9
789,2023-10-09,Tesoura de Poda,Jardinagem,225.0,Débito,59.9
790,2023-06-09,Caixa de água,Hidráulica,179.0,Transferência Bancária,799.0
791,2023-11-15,Cimento,Construção e Estrutura,447.0,Débito,39.9
792,2023-10-30,Enxada,Jardinagem,489.0,Carteira Digital,89.9
793,2023-04-22,Selador,Tintas e Acabamento,429.0,Boleto,99.9
794,2023-02-04,Telha Cerâmica,Construção e Estrutura,24.0,Crédito,7.9
795,2023-11-16,Lâmpada LED,Elétrica,284.0,Boleto,14.9
796,2023-07-19,Fio Elétrico,Elétrica,210.0,Dinheiro,3.5
797,2023-02-18,Lâmpada LED,Elétrica,99.0,Crédito,14.9
798,2023-08-16,Máscara Respiratória,Segurança e EPI,188.0,Dinheiro,29.9
799,2023-06-26,Capacete,Segurança e EPI,63.0,Carteira Digital,49.9
800,2023-03-19,Regador,Jardinagem,388.0,Crédito,39.9
801,2023-08-07,Serrote,Ferramentas,182.0,Transferência Bancária,64.9
802,2023-08-16,Capacete,Segurança e EPI,33.0,Carteira Digital,49.9
803,2023-01-09,Alicate,Ferramentas,410.0,Crédito,41.9
804,2023-02-02,Protetor Auricular,Segurança e EPI,322.0,Boleto,9.9
805,2023-11-15,Telha Cerâmica,Construção e Estrutura,13.0,Transferência Bancária,7.9
806,2023-09-05,Alicate,Ferramentas,310.0,Carteira Digital,41.9
807,2023-10-09,Rolo de Pintura,Tintas e Acabamento,467.0,Transferência Bancária,24.9
808,2023-04-18,Tijolo,Construção e Estrutura,371.0,Débito,2.0
809,2023-03-06,Trena,Ferramentas,471.0,Pix,32.0
810,2023-11-07,Telha Cerâmica,Construção e Estrutura,196.0,Dinheiro,7.9
811,2023-07-21,Areia,Construção e Estrutura,56.0,Transferência Bancária,14.9
812,2023-12-28,Trena,Ferramentas,269.0,Boleto,32.0
813,2023-08-16,Verga Metálica,,397.0,Transferência Bancária,119.0
814,2023-05-08,Regador,Jardinagem,321.0,Pix,39.9
815,2023-09-17,Tomada,Elétrica,105.0,Pix,9.9
816,2023-02-13,Cano PVC,Hidráulica,439.0,Crédito,29.9
817,2023-06-06,Furadeira,Ferramentas,195.0,Boleto,499.9
818,2023-09-20,Alicate,Ferramentas,392.0,Carteira Digital,41.9
819,2023-06-26,Óculos de Proteção,Segurança e EPI,222.0,Pix,24.9
820,2023-08-30,Botina,Segurança e EPI,471.0,Carteira Digital,149.0
821,2023-04-27,Mangueira,Hidráulica,326.0,Carteira Digital,59.0
822,2023-09-05,Tomada,Elétrica,76.0,Crédito,9.9
823,2023-02-07,Tomada,Elétrica,,Boleto,9.9
824,2023-07-16,Carrinho de Mão,Jardinagem,131.0,Pix,359.0
825,2023-05-13,Bomba de água,Hidráulica,457.0,Pix,899.0
826,2023-04-06,Serrote,Ferramentas,99.0,Pix,64.9
827,2023-01-21,Pincel,Tintas e Acabamento,438.0,Pix,12.9
828,2023-01-23,Trena,Ferramentas,383.0,Dinheiro,32.0
829,2023-09-30,Trena,Ferramentas,376.0,Crédito,32.0
830,2023-04-07,Luva de Proteção,Segurança e EPI,96.0,Carteira Digital,19.9
831,2023-11-23,Capacete,Segurança e EPI,338.0,Boleto,49.9
832,2023-09-20,Pilha,Elétrica,292.0,Carteira Digital,6.9
833,2023-07-18,Enxada,Jardinagem,24.0,Débito,89.9
834,2023-10-24,Conexão T,Hidráulica,164.0,Carteira Digital,7.9
835,2023-09-03,Argamassa,Construção e Estrutura,169.0,Crédito,24.9
836,2023-06-25,Pincel,Tintas e Acabamento,297.0,,12.9
837,2023-10-28,Argamassa,,100.0,Pix,24.9
838,2023-05-23,Extensão,Elétrica,212.0,Carteira Digital,39.9
839,2023-02-11,Lixa,Tintas e Acabamento,185.0,Débito,4.9
840,2023-11-02,Colete Reflexivo,Segurança e EPI,101.0,Crédito,39.9
841,2023-07-28,Pincel,Tintas e Acabamento,199.0,Pix,12.9
842,2023-07-13,Brita,Construção e Estrutura,271.0,Dinheiro,17.9
843,2023-03-06,Luva de Proteção,Segurança e EPI,38.0,Carteira Digital,19.9
844,2023-10-30,Tinta Esmalte,Tintas e Acabamento,20.0,Boleto,229.0
845,2023-07-06,Regador,Jardinagem,28.0,Pix,39.9
846,2023-08-26,Cano PVC,Hidráulica,127.0,Crédito,29.9
847,2023-09-01,Lâmpada LED,Elétrica,371.0,Carteira Digital,14.9
848,2023-05-24,Adubo,Jardinagem,42.0,Débito,49.9
849,2023-06-18,Caixa de água,Hidráulica,60.0,Boleto,799.0
850,2023-06-27,Mangueira Jardim,Jardinagem,312.0,Boleto,69.9
851,2023-12-04,Pá,Jardinagem,212.0,Transferência Bancária,74.9
852,2023-07-13,Colete Reflexivo,Segurança e EPI,193.0,Crédito,39.9
853,2023-08-11,Mangueira,Hidráulica,19.0,Transferência Bancária,59.0
854,2023-01-29,Alicate,Ferramentas,194.0,Débito,41.9
855,2023-11-17,Lâmpada LED,Elétrica,156.0,Débito,14.9
856,2023-04-29,Protetor Auricular,Segurança e EPI,113.0,Transferência Bancária,9.9
857,2023-02-12,Luva de Proteção,Segurança e EPI,405.0,Débito,19.9
858,2023-06-01,Botina,Segurança e EPI,265.0,Crédito,149.0
859,2023-04-26,Tinta Esmalte,Tintas e Acabamento,426.0,Carteira Digital,229.0
860,2023-08-14,Martelo,Ferramentas,451.0,Crédito,79.9
861,2023-09-05,Mangueira,Hidráulica,352.0,Pix,59.0
862,2023-03-29,Tesoura de Poda,Jardinagem,350.0,Dinheiro,59.9
863,2023-09-30,Alicate,Ferramentas,482.0,Pix,41.9
864,2023-07-30,Óculos de Proteção,Segurança e EPI,114.0,Boleto,24.9
865,2023-02-01,Botina,Segurança e EPI,381.0,Débito,149.0
866,2023-03-31,Serrote,Ferramentas,297.0,Carteira Digital,64.9
867,2023-07-14,Tesoura de Poda,Jardinagem,146.0,Crédito,59.9
868,2023-04-22,Válvula de Descarga,Hidráulica,391.0,Dinheiro,119.0
869,2023-06-08,Cimento,Construção e Estrutura,187.0,Carteira Digital,39.9
870,2023-04-30,Lanterna,Elétrica,436.0,Crédito,59.9
871,2023-12-26,Protetor Auricular,Segurança e EPI,354.0,Dinheiro,9.9
872,2023-09-09,,Hidráulica,105.0,Transferência Bancária,54.9
873,2023-10-10,,Segurança e EPI,227.0,Pix,49.9
874,2023-02-10,Trena,Ferramentas,278.0,Boleto,32.0
875,2023-08-23,Sementes de Grama,Jardinagem,430.0,Carteira Digital,19.9
876,2023-06-06,Lâmpada LED,Elétrica,136.0,Crédito,14.9
877,2023-03-28,Pá,Jardinagem,479.0,Carteira Digital,74.9
878,2023-10-29,Lanterna,Elétrica,484.0,Crédito,59.9
879,2023-08-11,Chave de Fenda,Ferramentas,205.0,Pix,24.5
880,2023-08-13,Capacete,Segurança e EPI,175.0,Crédito,49.9
881,2023-06-10,Carrinho de Mão,Jardinagem,233.0,Pix,359.0
882,2023-10-26,Tinta Esmalte,Tintas e Acabamento,120.0,Dinheiro,229.0
883,2023-04-21,Capacete,Segurança e EPI,16.0,Dinheiro,49.9
884,2023-05-01,Verniz,Tintas e Acabamento,315.0,Carteira Digital,139.9
885,2023-06-24,Regador,Jardinagem,103.0,Dinheiro,39.9
886,2023-04-05,Lâmpada LED,Elétrica,82.0,,14.9
887,2023-06-29,Rolo de Pintura,Tintas e Acabamento,17.0,Transferência Bancária,24.9
888,2023-09-08,Tesoura de Poda,Jardinagem,490.0,Transferência Bancária,59.9
889,2023-10-11,Cimento,Construção e Estrutura,201.0,Transferência Bancária,39.9
890,2023-07-10,Tinta Esmalte,Tintas e Acabamento,395.0,Pix,229.0
891,2023-04-15,Válvula de Descarga,Hidráulica,413.0,Débito,119.0
892,2023-09-12,Furadeira,Ferramentas,420.0,Transferência Bancária,499.9
893,2023-08-18,Pincel,,471.0,Transferência Bancária,12.9
894,2023-12-03,Carrinho de Mão,Jardinagem,133.0,Carteira Digital,359.0
895,2023-10-28,Bomba de água,Hidráulica,432.0,Dinheiro,899.0
896,2023-03-02,Interruptor,Elétrica,152.0,Boleto,12.9
897,2023-11-08,Luva de Proteção,Segurança e EPI,390.0,Transferência Bancária,19.9
898,2023-01-26,Caixa de água,Hidráulica,477.0,Boleto,799.0
899,2023-01-11,Martelo,Ferramentas,38.0,Carteira Digital,79.9
900,2023-10-26,Fio Elétrico,Elétrica,40.0,Crédito,3.5
901,2023-02-12,Óculos de Proteção,Segurança e EPI,397.0,Transferência Bancária,24.9
902,2023-03-08,Tijolo,Construção e Estrutura,7.0,Pix,2.0
903,2023-02-14,Lâmpada LED,Elétrica,329.0,Carteira Digital,14.9
904,2023-07-15,Massa Corrida,Tintas e Acabamento,485.0,Boleto,89.9
905,2023-04-01,Fio Elétrico,Elétrica,146.0,Carteira Digital,3.5
906,2023-04-19,Selador,Tintas e Acabamento,346.0,Pix,99.9
907,2023-10-07,Serrote,Ferramentas,52.0,Crédito,64.9
908,2023-01-03,Óculos de Proteção,Segurança e EPI,370.0,Dinheiro,24.9
909,2023-04-05,Chave de Fenda,Ferramentas,368.0,Crédito,24.5
910,2023-09-26,Fio Elétrico,Elétrica,212.0,Dinheiro,3.5
911,2023-12-08,Pá,Jardinagem,353.0,Transferência Bancária,74.9
912,2023-03-20,Carrinho de Mão,Jardinagem,302.0,Carteira Digital,359.0
913,2023-01-11,Lixadeira,Ferramentas,216.0,Dinheiro,389.0
914,2023-12-04,Regador,Jardinagem,28.0,Débito,39.9
915,2023-11-14,Pá,Jardinagem,42.0,Débito,74.9
916,2023-07-06,Capacete,Segurança e EPI,59.0,Dinheiro,49.9
917,2023-03-28,Interruptor,Elétrica,101.0,Carteira Digital,12.9
918,2023-01-06,Válvula de Descarga,Hidráulica,82.0,Transferência Bancária,119.0
919,2023-02-07,Trena,Ferramentas,272.0,Boleto,32.0
920,2023-07-27,Tomada,Elétrica,153.0,Crédito,9.9
921,2023-04-27,Chave de Fenda,Ferramentas,330.0,Transferência Bancária,24.5
922,2023-09-09,Válvula de Descarga,Hidráulica,112.0,Dinheiro,119.0
923,2023-08-16,Martelo,Ferramentas,190.0,Crédito,79.9
924,2023-07-12,Capacete,Segurança e EPI,4.0,Débito,49.9
925,2023-06-11,Parafusadeira,Ferramentas,127.0,Dinheiro,429.0
926,2023-08-12,Tesoura de Poda,Jardinagem,107.0,Crédito,59.9
927,2023-10-07,Enxada,Jardinagem,409.0,Carteira Digital,89.9
928,2023-11-11,Mangueira,Hidráulica,485.0,Pix,59.0
929,2023-11-05,Colete Reflexivo,Segurança e EPI,265.0,Transferência Bancária,39.9
930,2023-03-20,Extensão,Elétrica,204.0,Débito,39.9
931,,Martelo,Ferramentas,250.0,Crédito,79.9
932,2023-10-14,Pincel,Tintas e Acabamento,376.0,Carteira Digital,12.9
933,2023-01-06,Capacete,Segurança e EPI,498.0,Débito,49.9
934,2023-09-17,Alicate,Ferramentas,338.0,Crédito,41.9
935,2023-02-21,Registro de Água,Hidráulica,250.0,Débito,54.9
936,2023-02-16,Alicate,Ferramentas,426.0,Pix,41.9
937,2023-05-27,Válvula de Descarga,Hidráulica,300.0,Boleto,119.0
938,2023-02-18,Enxada,Jardinagem,333.0,Dinheiro,89.9
939,2023-04-29,Pincel,Tintas e Acabamento,454.0,Débito,12.9
940,2023-12-08,Válvula de Descarga,Hidráulica,162.0,Débito,119.0
941,2023-11-15,Torneira,Hidráulica,9.0,Débito,79.0
942,2023-02-18,Tesoura de Poda,Jardinagem,416.0,Pix,59.9
943,2023-03-02,Torneira,Hidráulica,83.0,Débito,79.0
944,2023-01-27,Alicate,Ferramentas,274.0,Transferência Bancária,41.9
945,2023-07-09,Brita,Construção e Estrutura,368.0,Dinheiro,17.9
946,2023-10-29,Protetor Auricular,Segurança e EPI,98.0,Transferência Bancária,9.9
947,2023-02-23,Tomada,Elétrica,32.0,Dinheiro,9.9
948,2023-10-02,Massa Corrida,Tintas e Acabamento,52.0,Carteira Digital,89.9
949,2023-01-23,Registro de Água,Hidráulica,316.0,Pix,54.9
950,2023-06-24,Protetor Auricular,Segurança e EPI,3.0,Carteira Digital,9.9
951,,Bloco de Concreto,Construção e Estrutura,210.0,Débito,6.0
952,2023-11-22,Registro de Água,Hidráulica,255.0,Carteira Digital,54.9
953,2023-05-27,Brita,Construção e Estrutura,210.0,Boleto,17.9
954,2023-11-24,Pilha,Elétrica,92.0,Carteira Digital,6.9
955,2023-02-14,Fio Elétrico,Elétrica,20.0,Pix,3.5
956,2023-06-23,Serrote,Ferramentas,222.0,Boleto,64.9
957,2023-09-21,Argamassa,Construção e Estrutura,157.0,Boleto,24.9
958,2023-08-17,Selador,Tintas e Acabamento,163.0,Carteira Digital,99.9
959,2023-06-14,Cano PVC,Hidráulica,376.0,Transferência Bancária,29.9
960,2023-06-12,Óculos de Proteção,Segurança e EPI,169.0,Pix,24.9
961,2023-09-17,Trena,Ferramentas,334.0,Transferência Bancária,32.0
962,2023-09-22,Torneira,Hidráulica,467.0,Transferência Bancária,79.0
963,2023-10-03,Parafusadeira,Ferramentas,147.0,Débito,429.0
964,2023-11-26,Enxada,Jardinagem,54.0,Boleto,89.9
965,2023-04-08,Tinta Acrílica,Tintas e Acabamento,156.0,Dinheiro,249.0
966,2023-10-05,Cimento,Construção e Estrutura,18.0,Boleto,39.9
967,2023-09-06,Bloco de Concreto,Construção e Estrutura,220.0,Débito,6.0
968,2023-04-30,Tinta Acrílica,Tintas e Acabamento,390.0,Boleto,249.0
969,2023-07-25,Tinta Acrílica,Tintas e Acabamento,10.0,Crédito,249.0
970,2023-07-21,Pilha,Elétrica,117.0,Dinheiro,6.9
971,2023-02-01,Regador,Jardinagem,78.0,Transferência Bancária,39.9
972,2023-10-18,Fio Elétrico,Elétrica,147.0,Pix,3.5
973,2023-11-11,Rolo de Pintura,Tintas e Acabamento,459.0,Carteira Digital,24.9
974,2023-05-10,Massa Corrida,Tintas e Acabamento,199.0,Boleto,89.9
975,2023-03-19,Selador,Tintas e Acabamento,96.0,Dinheiro,99.9
976,2023-04-19,Botina,Segurança e EPI,20.0,Débito,149.0
977,2023-04-12,Protetor Auricular,Segurança e EPI,260.0,Boleto,9.9
978,2023-12-27,Carrinho de Mão,Jardinagem,15.0,Dinheiro,359.0
979,2023-05-04,Mangueira Jardim,Jardinagem,126.0,Transferência Bancária,69.9
980,2023-04-01,Máscara Respiratória,Segurança e EPI,497.0,Crédito,29.9
981,2023-02-02,Tinta Esmalte,Tintas e Acabamento,356.0,Débito,229.0
982,2023-11-27,Areia,Construção e Estrutura,164.0,Carteira Digital,14.9
983,2023-12-18,Bloco de Concreto,Construção e Estrutura,462.0,Débito,6.0
984,2023-09-08,Sementes de Grama,Jardinagem,174.0,Débito,19.9
985,2023-04-23,Protetor Auricular,Segurança e EPI,318.0,Carteira Digital,9.9
986,2023-10-19,Lixa,Tintas e Acabamento,411.0,Transferência Bancária,4.9
987,2023-03-04,Tinta Acrílica,Tintas e Acabamento,74.0,Dinheiro,249.0
988,2023-06-11,Bloco de Concreto,Construção e Estrutura,121.0,Carteira Digital,6.0
989,2023-06-03,Parafusadeira,Ferramentas,221.0,Crédito,429.0
990,2023-11-30,Disjuntor,Elétrica,23.0,Transferência Bancária,45.0
991,2023-07-16,Botina,Segurança e EPI,58.0,Crédito,149.0
992,2023-06-03,Serrote,Ferramentas,26.0,Boleto,64.9
993,2023-06-25,Massa Corrida,Tintas e Acabamento,393.0,Boleto,89.9
994,2023-04-24,Parafusadeira,Ferramentas,193.0,Débito,429.0
995,2023-10-17,Mangueira,Hidráulica,262.0,Carteira Digital,59.0
996,2023-05-08,Extensão,Elétrica,120.0,Débito,39.9
997,2023-01-28,Conexão T,Hidráulica,68.0,Transferência Bancária,7.9
998,2023-09-08,Selador,Tintas e Acabamento,35.0,Transferência Bancária,99.9
999,2023-09-26,Adubo,Jardinagem,324.0,Pix,49.9
1000,2023-07-03,Torneira,Hidráulica,175.0,Carteira Digital,79.0
1001,2023-02-11,Disjuntor,Elétrica,208.0,Boleto,45.0
1002,2023-05-06,Mangueira Jardim,Jardinagem,64.0,Carteira Digital,69.9
1003,2023-02-01,Martelo,Ferramentas,153.0,Transferência Bancária,79.9
1004,2023-08-10,Areia,Construção e Estrutura,268.0,Boleto,14.9
1005,2023-02-23,Protetor Auricular,Segurança e EPI,310.0,Carteira Digital,9.9
1006,2023-04-08,Colete Reflexivo,Segurança e EPI,329.0,Transferência Bancária,39.9
1007,2023-07-20,Capacete,Segurança e EPI,19.0,Boleto,49.9
1008,2023-08-20,Alicate,Ferramentas,146.0,Transferência Bancária,41.9
1009,2023-04-28,Máscara Respiratória,Segurança e EPI,173.0,Crédito,29.9
1010,2023-02-23,Bloco de Concreto,Construção e Estrutura,129.0,Crédito,6.0
1011,2023-05-03,Extensão,Elétrica,466.0,Dinheiro,39.9
1012,2023-12-09,Registro de Água,Hidráulica,167.0,Crédito,54.9
1013,2023-04-01,Tinta Acrílica,Tintas e Acabamento,247.0,Pix,249.0
1014,2023-11-01,Adubo,Jardinagem,372.0,Carteira Digital,49.9
1015,2023-11-27,Argamassa,Construção e Estrutura,24.0,Transferência Bancária,24.9
1016,2023-05-19,Válvula de Descarga,Hidráulica,480.0,Crédito,119.0
1017,2023-11-26,Pá,Jardinagem,478.0,Transferência Bancária,74.9
1018,2023-05-11,Extensão,Elétrica,263.0,Carteira Digital,39.9
1019,2023-07-05,Parafusadeira,Ferramentas,422.0,Transferência Bancária,429.0
1020,2023-09-10,Extensão,Elétrica,14.0,Carteira Digital,39.9
1021,,Botina,Segurança e EPI,221.0,Crédito,149.0
1022,2023-02-08,Areia,Construção e Estrutura,346.0,Carteira Digital,14.9
1023,2023-09-17,Trena,Ferramentas,42.0,Dinheiro,32.0
1024,2023-01-09,Sementes de Grama,Jardinagem,36.0,Carteira Digital,19.9
1025,2023-04-12,Adubo,Jardinagem,20.0,Transferência Bancária,49.9
1026,2023-10-30,Alicate,Ferramentas,475.0,Pix,41.9
1027,2023-09-19,Luva de Proteção,Segurança e EPI,485.0,Carteira Digital,19.9
1028,2023-08-26,Sementes de Grama,Jardinagem,496.0,Débito,19.9
1029,2023-08-31,Telha Cerâmica,Construção e Estrutura,299.0,Crédito,7.9
1030,2023-03-15,Parafusadeira,Ferramentas,433.0,Dinheiro,429.0
1031,2023-09-28,Carrinho de Mão,Jardinagem,26.0,Débito,359.0
1032,2023-11-11,Lâmpada LED,Elétrica,298.0,Dinheiro,14.9
1033,2023-10-18,Interruptor,Elétrica,14.0,Débito,12.9
1034,2023-03-10,Lanterna,Elétrica,282.0,Pix,59.9
1035,2023-02-04,Massa Corrida,Tintas e Acabamento,451.0,Pix,89.9
1036,2023-07-23,Martelo,Ferramentas,208.0,Carteira Digital,79.9
1037,2023-09-19,Protetor Auricular,Segurança e EPI,312.0,Pix,9.9
1038,2023-05-09,Tomada,Elétrica,148.0,Boleto,9.9
1039,2023-02-27,Chave de Fenda,Ferramentas,316.0,Crédito,24.5
1040,2023-04-07,Sementes de Grama,Jardinagem,349.0,Crédito,19.9
1041,2023-07-26,Serrote,Ferramentas,81.0,Dinheiro,64.9
1042,2023-07-17,Lâmpada LED,Elétrica,318.0,Débito,14.9
1043,2023-01-04,Parafusadeira,Ferramentas,256.0,Débito,429.0
1044,2023-03-23,Enxada,Jardinagem,489.0,Boleto,89.9
1045,2023-02-08,Serrote,Ferramentas,67.0,Pix,64.9
1046,2023-10-14,Tomada,Elétrica,135.0,Pix,9.9
1047,2023-12-13,Bomba de água,Hidráulica,365.0,Débito,899.0
1048,2023-11-13,Mangueira Jardim,Jardinagem,373.0,Crédito,69.9
1049,2023-08-09,Brita,Construção e Estrutura,448.0,Boleto,17.9
1050,2023-03-08,Tesoura de Poda,Jardinagem,58.0,Crédito,59.9
1051,2023-02-02,Lixadeira,Ferramentas,132.0,Dinheiro,389.0
1052,2023-05-03,Bloco de Concreto,Construção e Estrutura,446.0,,6.0
1053,2023-11-23,Lâmpada LED,Elétrica,460.0,Boleto,14.9
1054,2023-11-21,Tijolo,Construção e Estrutura,71.0,Boleto,2.0
1055,2023-12-13,Massa Corrida,Tintas e Acabamento,,Crédito,89.9
1056,2023-08-18,Protetor Auricular,Segurança e EPI,219.0,Crédito,9.9
1057,2023-12-17,Tomada,Elétrica,,Boleto,9.9
1058,2023-12-07,Regador,Jardinagem,1.0,Crédito,39.9
1059,2023-09-10,Alicate,Ferramentas,467.0,Pix,41.9
1060,2023-04-06,Sementes de Grama,Jardinagem,32.0,Carteira Digital,19.9
1061,2023-09-03,Fio Elétrico,Elétrica,411.0,Pix,3.5
1062,,Fio Elétrico,Elétrica,263.0,Transferência Bancária,3.5
1063,2023-02-26,Conexão T,Hidráulica,179.0,Transferência Bancária,7.9
1064,2023-04-21,Válvula de Descarga,Hidráulica,254.0,Transferência Bancária,119.0
1065,2023-01-09,Lixadeira,Ferramentas,299.0,Dinheiro,389.0
1066,2023-04-19,Caixa de água,,86.0,Débito,799.0
1067,2023-04-26,Massa Corrida,Tintas e Acabamento,229.0,Transferência Bancária,89.9
1068,2023-10-03,Botina,Segurança e EPI,489.0,Crédito,149.0
1069,2023-10-18,Enxada,Jardinagem,182.0,Pix,89.9
1070,2023-08-14,Tijolo,Construção e Estrutura,195.0,Crédito,2.0
1071,2023-11-29,Telha Cerâmica,Construção e Estrutura,460.0,Débito,7.9
