ID,Data,Produto,Categoria,Quantidade,Preço,Pagamento
406,2023-03-08,Teclado,Acessórios,7.0,136.99,
407,2023-12-10,Monitor,Periféricos,6.0,545.44,Boleto
408,2023-11-16,Teclado,Periféricos,1.0,1316.63,Dinheiro
409,2023-12-25,Fone de Ouvido,Acessórios,1.0,255.44,Débito
410,2023-03-18,Smartphone,Informática,4.0,,Débito
411,2023-02-09,Monitor,Acessórios,2.0,3633.68,Boleto
412,,Mouse,Acessórios,9.0,1089.1,
413,,Notebook,Acessórios,2.0,3460.04,Dinheiro
414,2023-07-29,Teclado,,4.0,1836.64,
415,2023-11-07,Smartphone,Informática,6.0,1491.03,Pix
416,2023-12-20,Impressora,Móveis de Escritório,,3067.96,Crédito
417,2023-01-16,Cadeira Gamer,Periféricos,3.0,2555.08,Boleto
418,2023-08-18,Mouse,Periféricos,7.0,2033.08,Boleto
419,2023-08-20,Teclado,Informática,2.0,4617.19,Débito
420,2023-07-11,Notebook,Acessórios,1.0,1463.44,Pix
421,2023-09-08,Notebook,Informática,4.0,1923.42,Dinheiro
422,2023-10-20,Cadeira Gamer,Informática,1.0,497.09,Pix
423,2023-03-06,Monitor,Periféricos,1.0,3077.7,Dinheiro
424,2023-08-03,Smartphone,Móveis de Escritório,3.0,4183.78,Crédito
425,2023-05-02,Mouse,Acessórios,7.0,2273.46,Crédito
426,2023-03-16,Notebook,Acessórios,9.0,547.1,Dinheiro
427,2023-05-05,Impressora,Informática,1.0,2520.91,Boleto
428,2023-03-29,Mouse,Acessórios,5.0,3087.89,Pix
429,2023-06-02,Smartphone,Acessórios,7.0,1421.39,Pix
430,2023-07-06,Fone de Ouvido,Informática,6.0,293.05,Débito
431,2023-09-03,Monitor,Acessórios,7.0,3258.8,
432,2023-07-11,Cadeira Gamer,,3.0,2417.44,Crédito
433,,Cadeira Gamer,Móveis de Escritório,8.0,2821.47,Dinheiro
434,2023-11-14,Notebook,Móveis de Escritório,5.0,2668.93,Dinheiro
435,2023-10-06,Smartphone,Informática,2.0,3327.28,Dinheiro
436,2023-10-27,Monitor,Acessórios,8.0,3565.29,Pix
437,2023-06-21,Monitor,Informática,6.0,3042.67,Boleto
438,2023-07-28,Fone de Ouvido,Informática,2.0,1190.62,Pix
439,2023-01-14,Cadeira Gamer,Periféricos,5.0,263.75,Pix
440,2023-05-11,Fone de Ouvido,Informática,3.0,4868.21,Boleto
441,2023-03-18,Fone de Ouvido,Acessórios,8.0,3184.15,Pix
442,2023-09-13,Smartphone,Acessórios,7.0,1871.69,
443,2023-07-14,Smartphone,Móveis de Escritório,7.0,4600.61,Pix
444,2023-06-10,Smartphone,Móveis de Escritório,3.0,234.66,Dinheiro
445,2023-04-24,Monitor,Periféricos,4.0,2705.81,Débito
446,2023-08-15,Mouse,,5.0,1958.97,
447,2023-01-08,Monitor,Periféricos,3.0,4616.12,Dinheiro
448,2023-08-13,Smartphone,Informática,3.0,4232.53,Boleto
449,,Mouse,,,,Dinheiro
450,2023-04-27,Teclado,,8.0,4870.46,Dinheiro
451,2023-04-26,Fone de Ouvido,Periféricos,5.0,70.89,Débito
452,2023-06-15,Monitor,Periféricos,1.0,,Débito
453,2023-06-24,Notebook,Móveis de Escritório,1.0,2854.44,Boleto
454,2023-12-14,Notebook,Periféricos,6.0,1330.53,Pix
455,2023-07-19,Mouse,Informática,6.0,2050.68,Crédito
456,2023-07-09,Monitor,Periféricos,7.0,1106.47,Pix
457,2023-06-24,Cadeira Gamer,,3.0,3662.99,
458,2023-10-04,Fone de Ouvido,Periféricos,7.0,3134.46,Dinheiro
459,2023-08-27,Monitor,Periféricos,1.0,4667.89,Crédito
460,2023-10-06,Notebook,Periféricos,8.0,3706.44,Boleto
461,2023-03-29,Smartphone,Acessórios,2.0,3336.68,Pix
462,2023-07-29,Impressora,Periféricos,2.0,1547.82,Pix
463,2023-02-01,,Informática,3.0,901.65,Dinheiro
464,,Mouse,Periféricos,3.0,4153.42,Dinheiro
465,2023-02-07,Fone de Ouvido,Móveis de Escritório,8.0,2796.27,Crédito
466,2023-12-20,Monitor,Informática,3.0,2283.77,Dinheiro
467,2023-10-20,Monitor,Móveis de Escritório,2.0,174.07,Boleto
468,2023-03-02,Mouse,Acessórios,9.0,3043.59,Dinheiro
469,2023-07-23,Fone de Ouvido,Periféricos,8.0,3081.76,Crédito
470,2023-12-24,Impressora,Móveis de Escritório,1.0,4354.99,Boleto
471,2023-04-21,Smartphone,Informática,5.0,982.89,Dinheiro
472,2023-05-24,Smartphone,Acessórios,4.0,2660.06,Crédito
473,2023-03-21,Monitor,Informática,8.0,3863.79,Crédito
474,2023-01-30,Smartphone,Móveis de Escritório,7.0,1366.92,Crédito
475,2023-06-03,Smartphone,Móveis de Escritório,4.0,1647.56,Boleto
476,2023-10-31,Mouse,Acessórios,5.0,692.19,Pix
477,2023-02-02,Notebook,Periféricos,8.0,1603.03,Boleto
478,2023-11-06,Impressora,Móveis de Escritório,4.0,2826.83,Pix
479,2023-09-03,Teclado,Periféricos,6.0,3291.69,Dinheiro
480,2023-01-22,Teclado,Periféricos,1.0,4249.57,Débito
481,2023-01-30,Monitor,Móveis de Escritório,8.0,1489.43,Dinheiro
482,2023-10-25,Monitor,,1.0,3460.01,Dinheiro
483,2023-08-29,Fone de Ouvido,Informática,1.0,2689.08,Boleto
484,2023-08-07,Monitor,Informática,3.0,4500.96,Débito
485,2023-02-18,Monitor,Acessórios,4.0,3703.74,
486,2023-11-12,Fone de Ouvido,,5.0,1249.3,Boleto
487,2023-08-27,Cadeira Gamer,Acessórios,3.0,,Pix
488,2023-01-05,Notebook,Acessórios,8.0,2481.38,Boleto
489,2023-05-07,Teclado,Móveis de Escritório,7.0,797.82,Débito
490,2023-05-16,Cadeira Gamer,Informática,1.0,3946.69,Dinheiro
491,,Fone de Ouvido,Acessórios,,3154.0,Crédito
492,2023-12-23,Smartphone,Móveis de Escritório,6.0,767.03,Boleto
493,2023-05-02,Smartphone,Acessórios,,2234.82,Dinheiro
494,2023-06-30,Smartphone,Acessórios,7.0,961.49,Pix
495,2023-08-25,Smartphone,Informática,7.0,1669.44,Pix
496,,Notebook,Acessórios,9.0,3962.16,Crédito
497,2023-12-06,Cadeira Gamer,Móveis de Escritório,3.0,1908.32,Débito
498,2023-01-18,Fone de Ouvido,Informática,1.0,838.56,Pix
499,2023-09-27,Mouse,Periféricos,5.0,1329.19,Pix
500,2023-12-01,Impressora,,1.0,2597.04,Débito
501,2023-03-05,Smartphone,Acessórios,,2202.89,Débito
502,2023-09-30,Impressora,Móveis de Escritório,2.0,1840.05,Pix
503,2023-01-06,Monitor,Móveis de Escritório,8.0,1331.21,Dinheiro
504,2023-11-18,Notebook,Periféricos,2.0,2416.55,Boleto
505,2023-07-21,Monitor,Acessórios,2.0,1172.43,Dinheiro
506,2023-02-12,,Acessórios,4.0,3110.68,Débito
507,2023-10-31,Fone de Ouvido,Informática,9.0,1985.63,Dinheiro
508,2023-08-04,Impressora,Móveis de Escritório,2.0,2669.65,
509,,Teclado,Informática,5.0,820.81,Débito
510,2023-07-11,Mouse,Móveis de Escritório,8.0,1102.33,Débito
511,2023-02-19,Notebook,Periféricos,3.0,619.94,Crédito
512,2023-09-25,,Informática,,4687.33,Crédito
513,2023-01-28,Cadeira Gamer,Periféricos,7.0,3470.04,Débito
514,2023-12-17,,Periféricos,7.0,265.7,Boleto
515,2023-01-25,Notebook,Móveis de Escritório,7.0,3072.84,Boleto
516,2023-05-29,Monitor,Móveis de Escritório,4.0,2832.08,Crédito
517,2023-11-16,Fone de Ouvido,Acessórios,3.0,4800.11,Débito
518,2023-02-20,Smartphone,Informática,9.0,3680.34,Crédito
519,2023-03-11,Impressora,Informática,,3132.24,
520,2023-01-09,Impressora,Móveis de Escritório,6.0,4609.48,Débito
521,2023-06-12,Notebook,Informática,3.0,3842.35,Débito
522,2023-08-31,Impressora,Móveis de Escritório,4.0,2530.76,Boleto
523,2023-07-04,,Acessórios,1.0,4850.71,Crédito
524,,Smartphone,Acessórios,1.0,2113.78,Débito
525,2023-07-01,Monitor,Periféricos,2.0,4244.72,
526,2023-09-02,Monitor,Acessórios,8.0,332.74,Boleto
527,2023-12-21,Smartphone,Periféricos,9.0,,Crédito
528,2023-07-12,,Acessórios,5.0,2065.08,Pix
529,2023-01-20,Cadeira Gamer,Informática,3.0,4430.11,Boleto
530,2023-07-25,Impressora,Periféricos,4.0,96.19,Débito
531,2023-07-16,Impressora,Informática,8.0,4280.43,Crédito
532,2023-09-04,,Periféricos,3.0,1996.09,Dinheiro
533,2023-08-11,Notebook,Móveis de Escritório,2.0,4826.85,Boleto
534,2023-05-24,Fone de Ouvido,Acessórios,1.0,808.92,Dinheiro
535,,Smartphone,,9.0,,Débito
536,2023-01-12,Smartphone,Periféricos,3.0,4752.34,
537,2023-07-31,Monitor,Móveis de Escritório,4.0,4065.89,Crédito
538,2023-11-16,Mouse,Informática,3.0,3923.88,Dinheiro
539,2023-04-02,Mouse,Informática,7.0,4107.87,Débito
540,2023-03-17,Monitor,Móveis de Escritório,6.0,1865.65,Dinheiro
541,2023-05-30,Mouse,Acessórios,7.0,676.16,Pix
542,2023-01-27,Impressora,Móveis de Escritório,6.0,4182.66,Boleto
543,2023-10-13,Cadeira Gamer,Periféricos,8.0,2853.92,Boleto
544,,Impressora,Informática,1.0,2279.83,Boleto
545,2023-02-13,Teclado,Acessórios,2.0,279.93,Débito
546,2023-09-25,Impressora,Periféricos,9.0,209.04,Boleto
547,2023-05-23,Impressora,Acessórios,1.0,119.56,Débito
548,2023-07-23,Teclado,Informática,2.0,1328.03,Pix
549,2023-02-20,,Móveis de Escritório,7.0,942.58,Débito
550,2023-10-17,Fone de Ouvido,Periféricos,4.0,1931.0,Crédito
551,,Monitor,Periféricos,5.0,4099.01,
552,2023-09-10,Mouse,Acessórios,7.0,4707.2,Crédito
553,2023-09-11,Smartphone,Periféricos,6.0,2239.83,Dinheiro
554,2023-05-25,Cadeira Gamer,,2.0,2890.76,Pix
555,2023-07-27,Mouse,Periféricos,9.0,1811.66,Pix
556,2023-08-10,Fone de Ouvido,Periféricos,8.0,2620.91,Boleto
557,2023-01-18,Mouse,Acessórios,7.0,77.28,Débito
558,2023-01-15,Impressora,,4.0,701.38,Boleto
559,2023-01-20,Cadeira Gamer,Periféricos,9.0,1446.35,Débito
560,2023-10-23,,Informática,8.0,3104.16,Crédito
561,2023-02-11,Teclado,,7.0,3716.39,Crédito
562,2023-06-01,Fone de Ouvido,Móveis de Escritório,,3078.33,Pix
563,2023-05-06,Impressora,Acessórios,9.0,4403.45,Dinheiro
564,2023-04-27,,Acessórios,4.0,3259.07,Boleto
565,2023-04-21,Smartphone,Informática,3.0,3184.08,Boleto
566,2023-02-03,Smartphone,Informática,7.0,1529.92,Pix
567,2023-02-02,Teclado,Acessórios,,4775.43,Boleto
568,2023-05-16,Impressora,Acessórios,9.0,655.58,Débito
569,2023-01-08,Smartphone,Móveis de Escritório,1.0,3758.45,Pix
570,2023-10-25,Mouse,,6.0,2162.9,Débito
571,2023-07-10,Notebook,Acessórios,7.0,3311.24,Pix
572,2023-09-16,Fone de Ouvido,Móveis de Escritório,3.0,3424.84,Pix
573,,Mouse,Informática,4.0,1651.05,Pix
574,2023-04-06,Smartphone,Periféricos,,,Débito
575,2023-05-24,,Periféricos,8.0,1583.31,Pix
576,2023-03-11,Smartphone,Acessórios,7.0,1927.96,Dinheiro
577,2023-06-25,Smartphone,Periféricos,3.0,4097.14,Crédito
578,2023-03-12,Smartphone,Móveis de Escritório,6.0,98.72,Pix
579,2023-05-14,Teclado,Móveis de Escritório,6.0,4314.93,Boleto
580,2023-05-28,Smartphone,Informática,4.0,105.56,Boleto
581,2023-10-17,Mouse,Periféricos,7.0,2198.25,Boleto
582,2023-03-15,Notebook,Acessórios,3.0,4502.39,Crédito
583,2023-09-24,Notebook,Informática,5.0,1598.69,Débito
584,2023-08-27,Notebook,Acessórios,9.0,318.36,Crédito
585,2023-10-07,Cadeira Gamer,Móveis de Escritório,2.0,3004.76,Boleto
586,2023-04-30,Impressora,Acessórios,,4735.35,Crédito
587,2023-12-12,Notebook,Periféricos,4.0,543.25,Débito
588,2023-09-03,Mouse,Acessórios,8.0,3321.22,Crédito
589,2023-07-29,Monitor,Móveis de Escritório,9.0,1335.89,Pix
590,,Notebook,Móveis de Escritório,3.0,2107.19,Dinheiro
591,,Impressora,Informática,6.0,3018.52,Crédito
592,2023-06-22,Fone de Ouvido,Acessórios,3.0,4145.04,Débito
593,2023-06-21,Notebook,Informática,1.0,491.75,Crédito
594,2023-08-03,Mouse,Acessórios,,1607.87,Débito
595,2023-07-26,Mouse,Móveis de Escritório,2.0,,Débito
596,2023-11-28,Smartphone,,6.0,471.85,Pix
597,2023-08-30,Impressora,Móveis de Escritório,9.0,4302.44,Débito
598,2023-10-17,Smartphone,Acessórios,2.0,,Pix
599,2023-09-27,Impressora,,9.0,3559.13,Pix
600,2023-01-06,,Acessórios,3.0,4738.6,Boleto
601,2023-02-11,Smartphone,Informática,,1465.09,Crédito
602,2023-04-24,Mouse,Móveis de Escritório,2.0,4957.22,Pix
603,2023-08-06,Teclado,Acessórios,4.0,2888.27,Débito
604,2023-08-16,Smartphone,Informática,5.0,4379.0,
605,2023-09-13,Teclado,Móveis de Escritório,2.0,3741.8,Boleto
606,2023-10-16,Impressora,Periféricos,2.0,1842.98,Dinheiro
607,2023-08-30,Fone de Ouvido,Informática,5.0,1702.32,Crédito
608,2023-05-25,Mouse,Periféricos,,3372.34,Pix
609,2023-11-10,Mouse,Acessórios,8.0,1315.67,Pix
610,2023-11-28,Smartphone,Móveis de Escritório,,513.58,Débito
611,2023-10-27,,Acessórios,6.0,1065.35,Pix
612,2023-03-17,Notebook,,8.0,1860.52,Boleto
613,2023-09-14,Smartphone,Informática,7.0,279.94,Crédito
614,2023-12-21,,Periféricos,1.0,541.29,Débito
615,2023-04-03,Monitor,Informática,9.0,4473.35,Débito
616,2023-08-13,Smartphone,Acessórios,9.0,1491.39,Crédito
617,2023-03-26,Notebook,Móveis de Escritório,2.0,3525.69,Boleto
618,2023-12-15,Fone de Ouvido,Acessórios,9.0,89.62,Boleto
619,2023-03-19,Monitor,Móveis de Escritório,7.0,2895.91,Dinheiro
620,,Teclado,Periféricos,7.0,4967.99,Débito
621,2023-10-14,Cadeira Gamer,Informática,5.0,3300.42,Débito
622,2023-02-20,Smartphone,Informática,9.0,1262.91,Pix
623,2023-03-15,Impressora,Móveis de Escritório,8.0,,Dinheiro
624,2023-06-05,Impressora,Acessórios,4.0,,Dinheiro
625,2023-08-04,Teclado,Periféricos,8.0,1870.82,Crédito
626,2023-07-04,Smartphone,,,2735.34,Pix
627,2023-05-15,Notebook,,2.0,1459.62,Boleto
628,2023-11-11,Notebook,Acessórios,4.0,1900.5,Débito
629,2023-03-29,Fone de Ouvido,Acessórios,4.0,788.93,Crédito
630,2023-05-08,Fone de Ouvido,Acessórios,5.0,4161.14,Dinheiro
631,2023-07-08,Fone de Ouvido,Acessórios,8.0,2696.54,Crédito
632,2023-05-03,Monitor,Informática,7.0,2862.93,Boleto
633,2023-03-25,Smartphone,Acessórios,,4831.08,Crédito
634,2023-04-29,Smartphone,Móveis de Escritório,7.0,2003.8,Crédito
635,2023-09-21,Impressora,,9.0,4389.15,Débito
636,2023-08-04,Teclado,Periféricos,3.0,3722.41,Pix
637,2023-01-29,Monitor,Informática,3.0,4722.07,Boleto
638,2023-03-26,Impressora,Periféricos,3.0,2569.33,Pix
639,2023-07-28,Impressora,Informática,3.0,3196.15,Crédito
640,2023-02-18,Cadeira Gamer,Periféricos,1.0,1516.05,Débito
641,2023-10-04,Monitor,Móveis de Escritório,2.0,1918.06,Boleto
642,2023-11-20,Fone de Ouvido,Informática,1.0,506.53,Débito
643,2023-03-23,Impressora,Periféricos,1.0,554.85,Débito
644,2023-04-15,Smartphone,Acessórios,4.0,2985.44,Dinheiro
645,2023-09-26,Mouse,Periféricos,5.0,3335.27,
646,2023-09-11,Notebook,Periféricos,4.0,2445.84,Boleto
647,2023-01-30,Smartphone,Móveis de Escritório,4.0,2092.51,Boleto
648,2023-11-03,Notebook,Periféricos,1.0,4705.62,Pix
649,2023-02-09,Cadeira Gamer,Periféricos,8.0,3428.63,Débito
650,2023-09-19,Smartphone,Acessórios,5.0,3539.29,Dinheiro
651,2023-11-23,Notebook,Periféricos,7.0,3926.64,Crédito
652,2023-08-28,,Periféricos,6.0,1905.02,Pix
653,2023-08-31,Fone de Ouvido,Acessórios,7.0,2203.72,Crédito
654,2023-01-17,Smartphone,Móveis de Escritório,4.0,3154.8,Dinheiro
655,2023-09-20,Impressora,Periféricos,4.0,3608.85,Dinheiro
656,2023-12-18,Smartphone,,5.0,828.89,Boleto
657,2023-03-17,Cadeira Gamer,Acessórios,9.0,2620.52,Pix
658,2023-07-16,Teclado,Informática,7.0,3198.4,Débito
659,2023-12-07,Smartphone,Móveis de Escritório,5.0,2016.6,
660,2023-07-25,Mouse,,6.0,365.85,Boleto
661,2023-01-21,Monitor,Periféricos,4.0,2767.02,Débito
662,2023-02-24,Smartphone,Móveis de Escritório,5.0,,Crédito
663,2023-10-16,Smartphone,Acessórios,5.0,302.89,Débito
664,2023-10-09,Fone de Ouvido,Acessórios,5.0,885.22,Dinheiro
665,2023-08-24,Fone de Ouvido,Informática,1.0,646.43,Pix
666,2023-11-10,Monitor,Informática,9.0,2204.88,Pix
667,2023-04-19,Smartphone,Informática,3.0,124.22,Dinheiro
668,2023-04-11,Notebook,Móveis de Escritório,1.0,2301.36,Pix
669,2023-11-20,Fone de Ouvido,Informática,8.0,1975.58,Pix
670,2023-08-31,Smartphone,Móveis de Escritório,4.0,784.14,
671,2023-11-15,Notebook,Periféricos,5.0,504.77,Crédito
672,2023-11-03,Mouse,Periféricos,1.0,2214.75,Crédito
673,2023-10-21,Mouse,Acessórios,4.0,2977.17,
674,2023-01-17,Teclado,Informática,9.0,378.24,
675,2023-07-11,Fone de Ouvido,Periféricos,6.0,1096.62,Pix
676,2023-12-02,Impressora,Acessórios,5.0,407.08,Dinheiro
677,2023-12-19,Smartphone,Periféricos,5.0,3167.86,Débito
678,2023-11-16,Impressora,Móveis de Escritório,3.0,2490.4,Pix
679,2023-08-08,Mouse,Acessórios,8.0,645.12,Boleto
680,2023-05-29,Cadeira Gamer,Acessórios,7.0,4747.69,Crédito
681,2023-12-15,Notebook,Acessórios,7.0,1646.26,Pix
682,,Cadeira Gamer,,,486.99,Boleto
683,2023-07-29,Cadeira Gamer,Móveis de Escritório,,4092.0,
684,2023-12-12,Impressora,Informática,3.0,2021.42,Boleto
685,2023-12-26,Mouse,Acessórios,4.0,2232.46,Boleto
686,2023-02-17,Notebook,Periféricos,3.0,3828.62,Dinheiro
687,2023-12-19,Teclado,Móveis de Escritório,5.0,2294.1,Débito
688,2023-01-17,Mouse,Acessórios,8.0,3816.69,Dinheiro
689,2023-01-09,Monitor,Acessórios,,3905.95,Crédito
690,2023-02-27,Monitor,,4.0,3030.37,Crédito
691,2023-07-27,Fone de Ouvido,Acessórios,6.0,1988.15,Débito
692,,Teclado,Acessórios,2.0,1475.82,Dinheiro
693,,Teclado,Móveis de Escritório,7.0,3555.81,Pix
694,2023-09-10,,Acessórios,9.0,2717.02,Pix
695,2023-03-16,,Acessórios,2.0,2136.27,Débito
696,2023-06-21,Mouse,Acessórios,9.0,1795.07,Pix
697,2023-11-11,Impressora,Informática,3.0,897.95,Crédito
698,2023-12-09,Fone de Ouvido,Acessórios,6.0,4094.06,Crédito
699,2023-07-14,Fone de Ouvido,Acessórios,5.0,3356.24,Débito
700,2023-01-12,Cadeira Gamer,Informática,6.0,,Crédito
701,2023-06-12,Smartphone,Acessórios,2.0,,Pix
702,2023-06-25,Teclado,Móveis de Escritório,8.0,1046.86,Débito
703,2023-12-30,Cadeira Gamer,Periféricos,5.0,3962.32,Dinheiro
704,2023-08-31,Mouse,Acessórios,3.0,3143.09,
705,2023-06-22,Smartphone,Periféricos,8.0,3228.6,Pix
706,2023-11-14,Monitor,Móveis de Escritório,8.0,1159.41,
707,2023-04-17,Cadeira Gamer,Acessórios,5.0,4962.21,Boleto
708,2023-09-10,Notebook,Periféricos,1.0,1214.71,Boleto
709,2023-04-07,Cadeira Gamer,Informática,5.0,1968.49,Boleto
710,2023-04-18,Smartphone,Periféricos,5.0,372.73,Dinheiro
711,2023-06-27,Fone de Ouvido,Informática,6.0,618.59,Pix
712,2023-05-15,Fone de Ouvido,,4.0,,Débito
713,2023-06-10,Cadeira Gamer,Periféricos,7.0,1872.57,Dinheiro
714,2023-01-25,Mouse,Móveis de Escritório,3.0,4714.72,Crédito
715,2023-11-06,Fone de Ouvido,Periféricos,2.0,2142.46,Crédito
716,2023-04-16,Impressora,Periféricos,5.0,3394.7,Pix
717,2023-01-14,Fone de Ouvido,Móveis de Escritório,2.0,4803.22,Boleto
718,2023-04-24,Monitor,Acessórios,7.0,,Pix
719,2023-01-24,Notebook,Periféricos,7.0,896.46,Pix
720,2023-02-23,Fone de Ouvido,Informática,1.0,4851.3,Boleto
721,2023-07-08,Monitor,Móveis de Escritório,8.0,978.66,Pix
722,2023-03-04,Impressora,Acessórios,1.0,1397.08,Débito
723,2023-08-18,Teclado,Periféricos,9.0,3515.17,Crédito
724,2023-12-11,Impressora,Informática,3.0,2782.44,Dinheiro
725,2023-08-26,Monitor,Informática,9.0,296.48,Crédito
726,2023-01-28,Cadeira Gamer,Informática,1.0,1488.82,Dinheiro
727,2023-09-25,Fone de Ouvido,Acessórios,8.0,1921.54,Débito
728,2023-07-07,,Informática,4.0,489.57,Pix
729,2023-11-20,Cadeira Gamer,Acessórios,8.0,737.66,Boleto
730,2023-01-20,Monitor,Periféricos,2.0,2902.71,Dinheiro
731,2023-11-19,Smartphone,Periféricos,9.0,3889.58,Boleto
732,2023-12-03,Mouse,Periféricos,1.0,156.62,Pix
733,2023-10-14,Impressora,Acessórios,3.0,2817.74,Crédito
734,2023-09-26,Mouse,Periféricos,,2241.19,Dinheiro
735,2023-03-19,Fone de Ouvido,Informática,7.0,761.57,Dinheiro
736,2023-01-13,,Acessórios,8.0,2036.79,Pix
737,2023-05-09,Mouse,Móveis de Escritório,6.0,3830.29,Dinheiro
738,2023-04-12,Teclado,Móveis de Escritório,8.0,4083.27,Débito
739,2023-11-11,Impressora,Acessórios,6.0,3994.61,Crédito
740,2023-01-05,Fone de Ouvido,Periféricos,4.0,3652.23,Crédito
741,2023-09-05,Impressora,Móveis de Escritório,2.0,1193.11,Dinheiro
742,2023-05-01,Monitor,Móveis de Escritório,6.0,3242.93,Crédito
743,2023-12-29,Cadeira Gamer,Móveis de Escritório,7.0,,Dinheiro
744,2023-06-13,Mouse,Informática,4.0,1339.54,Crédito
745,2023-12-14,Fone de Ouvido,Móveis de Escritório,6.0,3130.78,Boleto
746,2023-08-12,Mouse,Acessórios,4.0,1646.97,Boleto
747,2023-11-07,Monitor,Periféricos,8.0,,Boleto
748,2023-05-20,Smartphone,Móveis de Escritório,7.0,2678.02,Débito
749,2023-03-06,Mouse,Periféricos,5.0,782.15,Pix
750,2023-01-16,Teclado,Móveis de Escritório,2.0,1397.8,Débito
751,2023-05-08,Teclado,Informática,3.0,3363.8,Boleto
752,,Fone de Ouvido,Móveis de Escritório,,2798.71,Boleto
753,2023-12-08,Impressora,Acessórios,2.0,4266.22,Crédito
754,2023-04-17,Monitor,Móveis de Escritório,6.0,2190.39,Débito
755,2023-01-22,Fone de Ouvido,Periféricos,6.0,4897.95,
756,2023-12-07,Teclado,Móveis de Escritório,2.0,210.48,Dinheiro
757,2023-03-02,Mouse,Informática,5.0,533.7,Pix
758,2023-05-27,Mouse,Informática,6.0,4546.1,Débito
759,2023-07-27,Fone de Ouvido,Periféricos,9.0,4281.78,Dinheiro
760,2023-06-12,,Móveis de Escritório,1.0,648.17,Dinheiro
761,2023-05-09,,Acessórios,3.0,3064.45,Pix
762,2023-07-28,Impressora,Móveis de Escritório,5.0,4773.96,Dinheiro
763,2023-03-30,,Informática,6.0,2481.33,Pix
764,2023-08-08,Smartphone,Móveis de Escritório,7.0,4461.27,Boleto
765,2023-07-28,Notebook,Periféricos,6.0,2141.79,Pix
766,2023-10-10,Fone de Ouvido,Periféricos,7.0,3381.88,Débito
767,2023-11-26,Monitor,Periféricos,1.0,4108.41,Boleto
768,2023-01-28,Smartphone,Móveis de Escritório,8.0,1393.2,Dinheiro
769,2023-12-28,Mouse,Informática,1.0,4671.69,Dinheiro
770,2023-05-17,Cadeira Gamer,Acessórios,8.0,1312.53,Dinheiro
771,2023-10-09,Mouse,Móveis de Escritório,6.0,3363.18,Pix
772,2023-05-31,Monitor,Informática,1.0,1731.28,Dinheiro
773,2023-09-18,Mouse,Periféricos,3.0,382.33,Pix
774,2023-12-17,Mouse,Acessórios,6.0,3745.76,Crédito
775,2023-12-20,Mouse,Periféricos,1.0,2707.97,Dinheiro
776,2023-03-28,,Periféricos,5.0,3898.38,Dinheiro
777,2023-10-13,Impressora,Informática,7.0,4664.06,Pix
778,2023-05-06,Monitor,Móveis de Escritório,9.0,3802.94,Boleto
779,2023-09-07,Notebook,Informática,,1048.17,Débito
780,2023-04-18,Fone de Ouvido,Periféricos,4.0,1788.02,Pix
781,2023-06-23,Cadeira Gamer,Periféricos,3.0,3802.79,Dinheiro
782,2023-12-12,Smartphone,Móveis de Escritório,1.0,2272.5,Dinheiro
783,2023-02-09,Smartphone,Informática,3.0,3168.73,Dinheiro
784,2023-04-17,Fone de Ouvido,Móveis de Escritório,4.0,2684.65,Crédito
785,2023-08-31,Teclado,Móveis de Escritório,6.0,544.17,Dinheiro
786,2023-03-28,,Móveis de Escritório,8.0,4119.9,Pix
787,2023-06-11,Cadeira Gamer,Móveis de Escritório,3.0,3075.25,Pix
788,2023-09-20,Fone de Ouvido,Periféricos,2.0,2094.94,Dinheiro
789,2023-10-09,Notebook,Periféricos,9.0,,Pix
790,2023-06-09,Notebook,Acessórios,1.0,3413.05,Pix
791,2023-11-15,Notebook,Móveis de Escritório,9.0,4837.93,Boleto
792,,Mouse,Acessórios,9.0,83.06,Dinheiro
793,2023-04-22,Teclado,,,3032.06,Pix
794,,Fone de Ouvido,Informática,8.0,1058.04,Dinheiro
795,2023-11-16,Teclado,Informática,8.0,4799.35,Crédito
796,2023-07-19,Teclado,Informática,1.0,4297.16,Débito
797,2023-02-18,Monitor,Acessórios,4.0,1217.92,Débito
798,,Teclado,Periféricos,8.0,4418.48,Dinheiro
799,2023-06-26,Monitor,Informática,4.0,4396.74,Pix
800,2023-03-19,Teclado,Periféricos,9.0,2099.03,Crédito
801,2023-08-07,Mouse,Informática,5.0,3252.12,Boleto
802,2023-08-16,Teclado,Periféricos,9.0,2574.31,Pix
803,2023-01-09,Monitor,Periféricos,4.0,4042.71,Boleto
804,2023-02-02,Notebook,Periféricos,3.0,1369.37,Dinheiro
805,2023-11-15,Notebook,Acessórios,7.0,1423.89,Pix
806,2023-09-05,Mouse,Móveis de Escritório,4.0,3107.3,Débito
807,2023-10-09,Impressora,Periféricos,8.0,1904.46,Dinheiro
808,2023-04-18,Notebook,Móveis de Escritório,3.0,4978.8,Dinheiro
809,2023-03-06,Monitor,Acessórios,6.0,114.84,
810,2023-11-07,Cadeira Gamer,Móveis de Escritório,6.0,1413.93,
811,2023-07-21,Teclado,Móveis de Escritório,6.0,1170.44,Pix
812,2023-12-28,Smartphone,Acessórios,,4222.39,Dinheiro
813,2023-08-16,Mouse,Periféricos,7.0,4555.38,Débito
814,2023-05-08,Teclado,Móveis de Escritório,,132.84,Débito
815,2023-09-17,Impressora,Móveis de Escritório,,3448.94,Dinheiro
